85,Kick,Kick,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,
86,NoChaseDeathCam,NoChaseDeathCam,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,
87,GameModeClassic,GameModeClassic,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,
88,WeaponLimitKnife,WeaponLimitKnife,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,
89,ClannoticeExpansion,ClannoticeExpansion,ClanNoticeExpansion,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,1,1
90,ClanmateIncrease,ClanmateIncrease,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
91,ClanmarkChange,ClanmarkChange,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
92,ClannameUnderbar,ClannameUnderbar,ClanNameUnderbar,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
93,ClannameBackground,ClannameBackground,ClanNameBackground,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
94,ClannameChange,ClannameChange,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
95,ClannameBold,ClannameBold,ClanNameBold,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
96,ClannameColor,ClannameColor,ClanNameColor,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
97,ClannameItalic,ClannameItalic,ClanNameItalic,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
98,ClannameStrike,ClannameStrike,ClanNameStrike,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
99,ClanmateForeword,ClanmateForeword,ClanForeword,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
100,ResetClanscore,ResetClanscore,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
101,ClanUnion,ClanUnion,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
102,ResetClanPcbang,ResetClanPcbang,ResetClanCafe,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,0,1
103,ResetKillDeath,ResetKillDeath,ResetKillDeath,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,
104,VoteKick,VoteKick,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,
105,DefeatInvalidation,DefeatInvalidation,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,
106,PenaltyInvalidation,PenaltyInvalidation,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,
107,PenaltyDefeatInvalidation,PenaltyDefeatInvalidation,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,
108,PointUp,PointUp,PeriodicItem,8,0,2,0,0,1,0,0,0,0,0,1,50,50,90,90,1,,,,,,,1,
109,HitpointIncrease,HitpointIncrease,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,
110,DamageStats,DamageStats,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,
111,DamageDisplay,DamageDisplay,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
112,C4Sound,C4Sound,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
113,SCAR556Limited,SCAR556Limited,Equipment,4,42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,90,81,91,43,,0
114,XM8CarbineLimited,XM8CarbineLimited,Equipment,4,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,83,81,91,53,,0
115,ResetPcbangEvent,ResetPcbangEvent,ResetCafe,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0
116,WeaponLimitFlash,WeaponLimitFlash,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
117,SCOUTM24,SCOUTM24,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,17,1
118,AWPTRG42,AWPTRG42,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,14,1
119,AWPM400,AWPM400,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,14,1
120,AWPR93,AWPR93,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,14,1
121,AWPAW50,AWPAW50,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,14,1
122,M4A1HK416,M4A1HK416,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,15,1
123,M4A1LR300,M4A1LR300,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,15,1
124,AK47AKM,AK47AKM,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,21,1
125,AK47FAL,AK47FAL,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,21,1
126,DEAnaconda,DEAnaconda,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,4,1
127,DEAutoMag,DEAutoMag,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,4,1
128,MP5Spectre,MP5Spectre,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,12,1
129,GalilFNC,GalilFNC,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,23,1
130,FAMASL85A2,FAMASL85A2,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,20,1
131,AUGTAR21,AUGTAR21,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,16,1
132,SIG552G36K,SIG552G36K,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,19,1
133,M249HK23E,M249HK23E,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,24,1
134,G3SG1SR25,G3SG1SR25,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,22,1
135,SG550SL8,SG550SL8,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,18,1
136,ZombieAnoWeapon,ZombieAnoWeapon,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
137,ZombieBnoWeapon,ZombieBnoWeapon,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
138,ZombieCnoWeapon,ZombieCnoWeapon,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
139,ZombieDnoWeapon,ZombieDnoWeapon,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
140,ZombieEnoWeapon,ZombieEnoWeapon,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
141,AK47HQ,AK47HQ,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,21,1
142,M4A1HQ,M4A1HQ,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,15,1
143,MP7A1HQ,MP7A1HQ,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,37,1
144,SCARHQ,SCARHQ,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,33,1
145,XM8HQ,XM8HQ,SkinItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,34,1
146,EventUserTutor,EventUserTutor,EventUserTutor,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0
147,EventBotFree,EventBotFree,EventBotFree,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0
148,MG3,MG3,Equipment,5,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,78,79,90,54,,1
149,Anaconda,Anaconda,Equipment,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,68,70,83,25,,1
150,Criss,Criss,Class,7,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
151,Natasha,Natasha,Class,7,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
152,ChoiJiYoon,ChoiJiYoon,Class,7,22,1,2,0,2,2,10,10,20,20,2,10,10,20,20,1,,,,,,,1
153,Jennifer,Jennifer,Class,7,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
154,Ritsuka,Ritsuka,Class,7,24,1,1,0,2,2,10,10,20,20,2,10,10,20,20,1,,,,,,,1
155,Yuri,Yuri,Class,7,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
156,EventSpray,EventSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
157,TRG42,TRG42,Equipment,4,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,66,27,60,,1
158,Hdagger,Hdagger,Equipment,11,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
159,awpRED,AWPRED,Equipment,4,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,70,26,65,,1,,
160,m249RED,M249RED,Equipment,5,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,78,79,90,54,,1,,
161,defaultKnife,defaultKnife,Equipment,11,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,
162,XmasHat,XmasHat,PeriodicItem,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,
163,SpeedZombie,SpeedZombie,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,
164,NataKnife,NataKnife,PeriodicItem,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,
165,Decoder,Decoder,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,DecoderB
166,PasswordBox,PasswordBox,PeriodicItem,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,
167,NewyearSpray,NewyearSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,
168,NewyearSprayKor,NewyearSprayKor,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,
169,M400,M400,Equipment,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,67,24,71,,1,,
170,AK47G,AK47G,Equipment,4,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,83,79,91,53,,1,,
171,M4A1G,M4A1G,Equipment,4,54,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,88,92,91,43,,1,,
172,DeserteagleG,DeserteagleG,Equipment,1,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,45,70,81,25,,1,,
173,CashDecoder,CashDecoder,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,DecoderA
174,HeartBoom,HeartBoom,PeriodicItem,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,
175,HeavyZombie,HeavyZombie,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
176,Hammer,Hammer,PeriodicItem,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
177,TaegeukgiSpray,TaegeukgiSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
178,WeaponLimitAWP,WeaponLimitAWP,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
179,BVSpray,BVSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
180,ZombieDoubleUp,ZombieDoubleUp,PeriodicItem,8,0,2,0,0,1,4,50,50,50,50,4,50,50,50,50,1,,,,,,,1
181,ZombiePointUp,ZombiePointUp,PeriodicItem,8,0,2,0,0,1,4,0,0,0,0,4,50,50,50,50,1,,,,,,,1
182,ZombieExpUp,ZombieExpUp,PeriodicItem,8,0,2,0,0,1,4,50,50,50,50,4,0,0,0,0,1,,,,,,,1
183,NatashaSpray,NatashaSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
184,JenniferSpray,JenniferSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
185,RitsukaSpray,RitsukaSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
186,ChoiJiYoonSpray,ChoiJiYoonSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
187,SL8,SL8,Equipment,4,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
188,SD707Spray,SD707Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
189,SDsasSpray,SDsasSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
190,SDleetSpray,SDleetSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
191,SDnlcSpray,SDnlcSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
192,Fake01Spray,Fake01Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
193,Fake02Spray,Fake02Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
194,Fake03Spray,Fake03Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
195,Fake04Spray,Fake04Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
196,Fake05Spray,Fake05pray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1
