#enable,#map_id,#mode_id,#weight,#tip_image,#tip_text
1,4,29,1,Tooltip_Zombie4_05,#CSO_MaploadingTip_ZM4
1,4,29,1,Tooltip_Zombie4_06,#CSO_MaploadingTip_ZM4
1,4,32,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,4,32,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,4,32,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,4,32,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,4,32,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,4,35,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,4,35,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,4,35,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,4,35,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,4,35,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,4,35,1,Tooltip_ZombieOfficial,#CSO_MaploadingTip_ZombieOfficial
1,4,36,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,4,36,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,4,36,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,4,36,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,4,36,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,4,36,1,Tooltip_ZombieOfficial,#CSO_MaploadingTip_ZombieOfficial_TieBreak
1,4,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,4,43,1,,#CSO_MaploadingTip_SeasonZombie
1,4,44,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_SeasonZombie
1,4,44,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_SeasonZombie
1,4,44,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_SeasonZombie
1,4,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,4,50,1,Tooltip_partner_01,#CSO_MaploadingTip_partnermode
1,4,50,1,Tooltip_partner_02,#CSO_MaploadingTip_partnermode
1,4,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,4,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,4,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,4,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,4,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,4,56,1,Tooltip_Zombi_teamcontrol01,#CSO_MaploadingTip_Zombi_teamcontrol
1,4,56,1,Tooltip_Zombi_teamcontrol02,#CSO_MaploadingTip_Zombi_teamcontrol
1,4,56,1,Tooltip_Zombi_teamcontrol03,#CSO_MaploadingTip_Zombi_teamcontrol
1,4,56,1,Tooltip_Zombi_teamcontrol04,#CSO_MaploadingTip_Zombi_teamcontrol
1,4,56,1,Tooltip_Zombi_teamcontrol05,#CSO_MaploadingTip_Zombi_teamcontrol
1,5,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,5,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,5,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,5,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,5,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,5,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,5,6,1,Tooltip_Official,#CSO_MaploadingTip_Official
1,5,7,1,Tooltip_Official,#CSO_MaploadingTip_Official_TieBreak
1,5,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,5,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,5,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,5,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,5,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,5,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,5,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,5,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,5,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,5,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,5,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,5,19,1,Tooltip_TDM_Item_1,#CSO_MaploadingTip_TDM_ITEM
1,5,19,1,Tooltip_TDM_Item_2,#CSO_MaploadingTip_TDM_ITEM
1,5,19,1,Tooltip_TDM_Item_3,#CSO_MaploadingTip_TDM_ITEM
1,5,19,1,Tooltip_TDM_Item_4,#CSO_MaploadingTip_TDM_ITEM
1,5,19,1,Tooltip_TDM_Item_5,#CSO_MaploadingTip_TDM_ITEM
1,5,22,1,Tooltip_GDM_01,#CSO_MaploadingTip_GDM_01
1,5,22,1,Tooltip_GDM_02,#CSO_MaploadingTip_GDM_02
1,5,23,1,Tooltip_basic_01,#CSO_MaploadingTip_basic_01
1,5,23,1,Tooltip_basic_02,#CSO_MaploadingTip_basic_02
1,5,23,1,Tooltip_basic_03,#CSO_MaploadingTip_basic_03
1,5,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,5,42,1,Tooltip_Original_DE,#CSO_MaploadingTip_SeasonOriginal
1,5,42,1,,#CSO_MaploadingTip_SeasonOriginal
1,5,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,5,50,1,Tooltip_partner_01,#CSO_MaploadingTip_partnermode
1,5,50,1,Tooltip_partner_02,#CSO_MaploadingTip_partnermode
1,5,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,5,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,5,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,5,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,5,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,6,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,6,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,6,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,6,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,6,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,6,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,6,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,6,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,6,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,6,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,6,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,6,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,6,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,6,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,6,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,6,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,6,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,6,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,6,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,6,50,1,Tooltip_partner_01,#CSO_MaploadingTip_partnermode
1,6,50,1,Tooltip_partner_02,#CSO_MaploadingTip_partnermode
1,6,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,6,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,6,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,6,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,6,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,7,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,7,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,7,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,7,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,7,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,7,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,7,6,1,Tooltip_Official,#CSO_MaploadingTip_Official
1,7,7,1,Tooltip_Official,#CSO_MaploadingTip_Official_TieBreak
1,7,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,7,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,7,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,7,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,7,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,7,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,7,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,7,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,7,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,7,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,7,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,7,22,1,Tooltip_GDM_01,#CSO_MaploadingTip_GDM_01
1,7,22,1,Tooltip_GDM_02,#CSO_MaploadingTip_GDM_02
1,7,23,1,Tooltip_basic_01,#CSO_MaploadingTip_basic_01
1,7,23,1,Tooltip_basic_02,#CSO_MaploadingTip_basic_02
1,7,23,1,Tooltip_basic_03,#CSO_MaploadingTip_basic_03
1,7,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,7,42,1,Tooltip_Original_DE,#CSO_MaploadingTip_SeasonOriginal
1,7,42,1,,#CSO_MaploadingTip_SeasonOriginal
1,7,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,8,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,8,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,8,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,8,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,8,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,8,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,8,6,1,Tooltip_Official,#CSO_MaploadingTip_Official
1,8,7,1,Tooltip_Official,#CSO_MaploadingTip_Official_TieBreak
1,8,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,8,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,8,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,8,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,8,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,8,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,8,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,8,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,8,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,8,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,8,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,8,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,8,42,1,Tooltip_Original_DE,#CSO_MaploadingTip_SeasonOriginal
1,8,42,1,,#CSO_MaploadingTip_SeasonOriginal
1,8,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,9,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,9,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,9,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,9,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,9,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,9,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,9,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,9,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,9,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,9,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,9,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,9,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,9,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,9,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,9,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,9,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,9,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,9,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,9,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,10,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,10,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,10,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,10,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,10,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,10,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,10,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,10,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,10,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,10,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,10,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,10,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,10,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,10,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,10,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,10,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,10,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,10,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,10,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,10,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,10,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,10,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,10,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,10,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,11,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,11,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,11,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,11,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,11,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,11,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,11,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,11,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,11,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,11,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,11,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,11,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,11,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,11,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,11,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,11,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,11,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,12,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,12,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,12,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,12,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,12,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,12,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,12,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,12,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,12,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,12,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,12,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,12,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,12,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,12,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,12,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,12,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,12,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,12,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,12,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,12,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,12,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,12,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,12,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,12,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,13,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,13,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,13,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,13,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,13,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,13,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,13,6,1,Tooltip_Official,#CSO_MaploadingTip_Official
1,13,7,1,Tooltip_Official,#CSO_MaploadingTip_Official_TieBreak
1,13,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,13,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,13,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,13,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,13,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,13,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,13,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,13,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,13,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,13,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,13,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,13,32,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,13,32,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,13,32,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,13,32,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,13,32,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,13,35,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,13,35,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,13,35,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,13,35,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,13,35,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,13,36,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,13,36,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,13,36,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,13,36,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,13,36,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,13,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,13,42,1,Tooltip_Original_DE,#CSO_MaploadingTip_SeasonOriginal
1,13,42,1,,#CSO_MaploadingTip_SeasonOriginal
1,13,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
